TransID,Date,PlantID,ItemType,InQty,OutQty,ReferenceType,ReferenceID
IT00895,26-01-2025,P003,RM,4987,0,Production,REF383
IT00896,17-01-2025,P003,FG,3777,0,Production,REF1451
IT00897,04-05-2025,P002,FG,162,0,Purchase,REF1333
IT00898,11-06-2025,P003,FG,355,0,Sale,REF343
IT00899,14-05-2025,P001,FG,51,0,Purchase,REF154
IT00900,05-06-2025,P002,FG,1043,0,Purchase,REF944
IT00901,01-04-2025,P003,FG,4121,0,Sale,REF1093
IT00902,27-06-2025,P002,FG,2023,0,Sale,REF1019
IT00903,08-02-2025,P003,FG,1459,0,Production,REF755
IT00904,09-04-2025,P001,FG,3270,0,Sale,REF193
IT00905,25-04-2025,P001,FG,1133,0,Sale,REF1039
IT00906,11-02-2025,P002,FG,4859,0,Purchase,REF1234
IT00907,10-06-2025,P003,RM,2235,0,Production,REF611
IT00908,05-06-2025,P001,FG,1118,0,Production,REF1285
IT00909,08-06-2025,P002,FG,3892,0,Sale,REF624
IT00910,27-05-2025,P003,FG,515,0,Production,REF45
IT00911,22-05-2025,P003,FG,4607,0,Production,REF1405
IT00912,24-05-2025,P002,FG,4079,0,Production,REF565
IT00913,19-02-2025,P003,FG,616,0,Purchase,REF842
IT00914,15-03-2025,P002,FG,3785,0,Purchase,REF817
IT00915,17-05-2025,P001,FG,4763,0,Production,REF1197
IT00916,09-03-2025,P002,FG,4372,0,Purchase,REF1239
IT00917,11-04-2025,P001,FG,1365,0,Purchase,REF243
IT00918,13-04-2025,P001,FG,257,0,Purchase,REF813
IT00919,22-05-2025,P003,RM,3278,0,Purchase,REF1115
IT00920,17-05-2025,P002,FG,1467,0,Sale,REF214
IT00921,23-05-2025,P003,RM,1814,0,Sale,REF85
IT00922,20-03-2025,P003,RM,2702,0,Sale,REF1219
IT00923,28-01-2025,P003,FG,3880,0,Production,REF485
IT00924,25-04-2025,P002,RM,119,0,Purchase,REF2
IT00925,23-06-2025,P002,FG,1743,0,Sale,REF826
IT00926,02-06-2025,P002,RM,834,0,Purchase,REF733
IT00927,25-01-2025,P003,FG,3173,0,Sale,REF393
IT00928,20-06-2025,P002,FG,3590,0,Production,REF1167
IT00929,03-05-2025,P003,RM,424,0,Sale,REF243
IT00930,11-02-2025,P002,RM,4348,0,Purchase,REF232
IT00931,06-04-2025,P003,RM,1671,0,Purchase,REF473
IT00932,19-03-2025,P002,RM,2223,0,Sale,REF1220
IT00933,04-05-2025,P002,FG,354,0,Production,REF1145
IT00934,12-02-2025,P002,RM,3283,0,Production,REF291
IT00935,24-03-2025,P002,FG,1032,0,Production,REF281
IT00936,15-02-2025,P001,RM,2583,0,Purchase,REF1248
IT00937,02-03-2025,P001,FG,64,0,Production,REF61
IT00938,20-03-2025,P002,FG,2118,0,Production,REF1109
IT00939,06-04-2025,P003,RM,2363,0,Sale,REF896
IT00940,25-01-2025,P001,RM,2672,0,Production,REF13
IT00941,05-02-2025,P002,FG,4006,0,Sale,REF713
IT00942,12-02-2025,P003,RM,1787,0,Purchase,REF511
IT00943,18-06-2025,P001,RM,3230,0,Purchase,REF1469
IT00944,13-06-2025,P001,FG,3869,0,Production,REF322
IT00945,18-05-2025,P003,RM,3486,0,Sale,REF710
IT00946,22-06-2025,P002,FG,4552,0,Purchase,REF371
IT00947,13-02-2025,P003,FG,4787,0,Purchase,REF1460
IT00948,14-04-2025,P001,FG,2561,0,Production,REF755
IT00949,18-01-2025,P001,FG,688,0,Purchase,REF1084
IT00950,20-03-2025,P003,RM,386,0,Production,REF918
IT00951,10-03-2025,P002,RM,3720,0,Production,REF1308
IT00952,06-02-2025,P002,FG,1759,0,Sale,REF1499
IT00953,29-04-2025,P001,FG,2423,0,Sale,REF615
IT00954,21-02-2025,P002,FG,4678,0,Sale,REF417
IT00955,01-03-2025,P002,RM,300,0,Purchase,REF400
IT00956,25-02-2025,P002,RM,1022,0,Purchase,REF1410
IT00957,14-06-2025,P003,RM,1646,0,Production,REF77
IT00958,10-05-2025,P003,RM,4202,0,Sale,REF140
IT00959,03-05-2025,P003,FG,2888,0,Purchase,REF20
IT00960,22-04-2025,P001,FG,2336,0,Sale,REF129
IT00961,01-02-2025,P002,FG,2567,0,Production,REF670
IT00962,27-02-2025,P002,RM,1742,0,Purchase,REF1049
IT00963,02-04-2025,P002,FG,4624,0,Purchase,REF600
IT00964,08-05-2025,P001,FG,2287,0,Production,REF776
IT00965,12-04-2025,P003,RM,1331,0,Production,REF460
IT00966,04-02-2025,P003,FG,1719,0,Production,REF1289
IT00967,29-03-2025,P001,RM,3522,0,Sale,REF76
IT00968,17-05-2025,P003,FG,918,0,Production,REF467
IT00969,17-05-2025,P001,FG,4730,0,Purchase,REF195
IT00970,02-06-2025,P002,FG,696,0,Production,REF349
IT00971,12-03-2025,P003,FG,2415,0,Sale,REF1373
IT00972,05-04-2025,P002,RM,3750,0,Sale,REF760
IT00973,12-06-2025,P003,FG,4016,0,Sale,REF259
IT00974,01-06-2025,P001,RM,4246,0,Purchase,REF147
IT00975,29-04-2025,P003,RM,3613,0,Purchase,REF613
IT00976,18-02-2025,P003,FG,4332,0,Purchase,REF947
IT00977,29-05-2025,P003,FG,117,0,Production,REF674
IT00978,22-02-2025,P002,FG,810,0,Purchase,REF1072
IT00979,27-01-2025,P001,RM,3204,0,Sale,REF446
IT00980,16-05-2025,P003,FG,243,0,Production,REF1099
IT00981,28-05-2025,P001,FG,934,0,Sale,REF164
IT00982,28-05-2025,P001,RM,2253,0,Sale,REF1265
IT00983,27-01-2025,P002,FG,4692,0,Sale,REF97
IT00984,07-02-2025,P003,FG,3034,0,Production,REF1199
IT00985,06-04-2025,P001,FG,1701,0,Sale,REF1034
IT00986,29-04-2025,P003,RM,4411,0,Sale,REF653
IT00987,22-06-2025,P002,RM,1598,0,Sale,REF249
IT00988,03-03-2025,P003,RM,998,0,Purchase,REF510
IT00989,27-05-2025,P002,FG,4363,0,Purchase,REF1324
IT00990,01-02-2025,P001,FG,2581,0,Purchase,REF1176
IT00991,25-03-2025,P003,RM,483,0,Sale,REF1469
IT00992,14-03-2025,P002,RM,1007,0,Purchase,REF614
IT00993,22-02-2025,P002,RM,1738,0,Production,REF1428
IT00994,22-02-2025,P002,FG,4349,0,Purchase,REF901
IT00995,26-06-2025,P002,FG,646,0,Sale,REF503
IT00996,03-03-2025,P003,RM,1712,0,Sale,REF15
IT00997,24-03-2025,P002,RM,2735,0,Production,REF1297
IT00998,20-06-2025,P001,RM,2391,0,Sale,REF685
IT00999,03-03-2025,P003,FG,3160,0,Sale,REF381
IT01000,30-01-2025,P001,FG,2925,0,Production,REF505
IT01001,18-06-2025,P001,RM,3218,0,Production,REF996
IT01002,08-01-2025,P001,FG,1488,0,Sale,REF775
IT01003,29-03-2025,P001,FG,3357,0,Purchase,REF1068
IT01004,07-03-2025,P002,RM,673,0,Sale,REF1399
IT01005,09-01-2025,P001,FG,3376,0,Production,REF1300
IT01006,18-05-2025,P003,FG,1677,0,Production,REF544
IT01007,01-02-2025,P001,RM,351,0,Sale,REF1148
IT01008,04-02-2025,P002,RM,4479,0,Purchase,REF541
IT01009,18-04-2025,P001,FG,1169,0,Purchase,REF1043
IT01010,12-06-2025,P002,FG,839,0,Production,REF238
IT01011,28-02-2025,P003,FG,4332,0,Purchase,REF45
IT01012,28-05-2025,P001,FG,4713,0,Production,REF824
IT01013,10-06-2025,P003,RM,2130,0,Sale,REF356
IT01014,18-05-2025,P002,FG,1418,0,Production,REF656
IT01015,02-03-2025,P002,FG,2872,0,Purchase,REF1006
IT01016,10-03-2025,P001,RM,1009,0,Sale,REF871
IT01017,31-01-2025,P001,FG,4528,0,Production,REF1477
IT01018,20-03-2025,P001,RM,287,0,Sale,REF1011
IT01019,01-05-2025,P002,FG,1683,0,Sale,REF456
IT01020,14-04-2025,P002,FG,1917,0,Production,REF29
IT01021,01-03-2025,P003,RM,2056,0,Sale,REF26
IT01022,19-02-2025,P003,FG,923,0,Purchase,REF382
IT01023,12-04-2025,P001,FG,4464,0,Production,REF342
IT01024,18-01-2025,P003,RM,323,0,Purchase,REF175
IT01025,26-04-2025,P002,RM,285,0,Purchase,REF550
IT01026,06-01-2025,P001,FG,2289,0,Sale,REF1212
IT01027,25-05-2025,P001,RM,2229,0,Production,REF761
IT01028,14-06-2025,P001,RM,1967,0,Sale,REF989
IT01029,12-06-2025,P001,RM,2535,0,Production,REF1115
IT01030,31-05-2025,P003,FG,3814,0,Purchase,REF799
IT01031,15-04-2025,P001,RM,2095,0,Purchase,REF765
IT01032,18-03-2025,P001,RM,640,0,Production,REF29
IT01033,14-02-2025,P002,RM,2171,0,Purchase,REF1093
IT01034,19-02-2025,P002,FG,422,0,Sale,REF884
IT01035,25-02-2025,P001,FG,812,0,Purchase,REF306
IT01036,25-04-2025,P003,RM,4474,0,Purchase,REF311
IT01037,02-06-2025,P002,RM,287,0,Production,REF849
IT01038,27-05-2025,P002,RM,1110,0,Production,REF1114
IT01039,03-01-2025,P002,FG,4779,0,Production,REF1239
IT01040,16-01-2025,P001,FG,2564,0,Purchase,REF280
IT01041,04-01-2025,P001,FG,2732,0,Purchase,REF1261
IT01042,18-02-2025,P001,FG,3780,0,Purchase,REF329
IT01043,22-02-2025,P003,FG,766,0,Sale,REF85
IT01044,20-01-2025,P003,FG,4172,0,Production,REF292
IT01045,07-01-2025,P002,FG,1520,0,Sale,REF573
IT01046,07-05-2025,P001,RM,3338,0,Sale,REF141
IT01047,27-04-2025,P002,FG,3882,0,Purchase,REF834
IT01048,27-02-2025,P002,FG,440,0,Purchase,REF377
IT01049,24-01-2025,P003,FG,2953,0,Purchase,REF296
IT01050,24-02-2025,P003,FG,2804,0,Purchase,REF291
IT01051,11-03-2025,P002,FG,139,0,Production,REF370
IT01052,23-02-2025,P003,RM,3078,0,Production,REF1314
IT01053,25-01-2025,P001,RM,2892,0,Production,REF838
IT01054,04-06-2025,P002,RM,646,0,Sale,REF275
IT01055,27-06-2025,P002,FG,2214,0,Purchase,REF783
IT01056,28-01-2025,P001,RM,303,0,Production,REF1100
IT01057,13-02-2025,P002,FG,4763,0,Sale,REF585
IT01058,16-04-2025,P002,FG,4969,0,Sale,REF877
IT01059,02-02-2025,P001,FG,4208,0,Production,REF121
IT01060,15-05-2025,P002,FG,79,0,Production,REF531
IT01061,01-03-2025,P002,RM,193,0,Sale,REF225
IT01062,06-05-2025,P002,RM,4684,0,Purchase,REF896
IT01063,13-01-2025,P002,RM,2463,0,Production,REF1246
IT01064,25-03-2025,P001,FG,1047,0,Sale,REF551
IT01065,11-03-2025,P002,RM,4176,0,Sale,REF324
IT01066,27-05-2025,P003,FG,960,0,Production,REF562
IT01067,07-02-2025,P003,RM,3536,0,Purchase,REF136
IT01068,06-05-2025,P003,RM,1363,0,Purchase,REF736
IT01069,23-02-2025,P001,RM,2693,0,Purchase,REF43
IT01070,13-05-2025,P002,RM,148,0,Production,REF1463
IT01071,03-03-2025,P003,RM,3303,0,Sale,REF10
IT01072,14-05-2025,P003,RM,27,0,Purchase,REF517
IT01073,01-01-2025,P001,RM,975,0,Production,REF1163
IT01074,05-02-2025,P003,FG,1247,0,Purchase,REF936
IT01075,28-05-2025,P003,FG,4767,0,Sale,REF1468
IT01076,03-01-2025,P003,FG,366,0,Production,REF1113
IT01077,19-04-2025,P002,FG,673,0,Production,REF502
IT01078,06-01-2025,P003,FG,332,0,Sale,REF449
IT01079,31-01-2025,P001,RM,2040,0,Production,REF169
IT01080,22-01-2025,P002,RM,787,0,Sale,REF1238
IT01081,27-06-2025,P002,FG,4548,0,Sale,REF290
IT01082,08-02-2025,P001,RM,4696,0,Sale,REF533
IT01083,03-04-2025,P001,FG,98,0,Purchase,REF569
IT01084,08-01-2025,P002,FG,3382,0,Production,REF1178
IT01085,06-03-2025,P002,FG,4974,0,Production,REF885
IT01086,14-01-2025,P001,RM,3617,0,Sale,REF283
IT01087,05-02-2025,P003,RM,2187,0,Sale,REF1039
IT01088,17-06-2025,P001,FG,1246,0,Sale,REF592
IT01089,11-04-2025,P001,RM,9,0,Sale,REF710
IT01090,08-05-2025,P002,FG,4102,0,Purchase,REF958
IT01091,13-06-2025,P001,FG,1862,0,Production,REF328
IT01092,27-04-2025,P001,RM,1820,0,Production,REF179
IT01093,24-05-2025,P001,FG,1306,0,Purchase,REF1125
IT01094,18-01-2025,P003,RM,951,0,Sale,REF671
IT01095,05-01-2025,P002,FG,2834,0,Purchase,REF65
IT01096,04-06-2025,P001,RM,498,0,Purchase,REF542
IT01097,07-01-2025,P001,RM,3493,0,Purchase,REF1151
IT01098,06-02-2025,P002,RM,1984,0,Purchase,REF184
IT01099,02-02-2025,P003,FG,1439,0,Purchase,REF719
IT01100,08-01-2025,P003,FG,733,0,Sale,REF1465
IT01101,08-05-2025,P003,FG,3065,0,Production,REF666
IT01102,21-03-2025,P002,RM,1838,0,Production,REF1342
IT01103,23-04-2025,P002,RM,1455,0,Sale,REF615
IT01104,28-01-2025,P003,RM,3136,0,Production,REF485
IT01105,08-05-2025,P003,RM,56,0,Sale,REF634
IT01106,08-03-2025,P001,FG,4028,0,Sale,REF864
IT01107,15-04-2025,P003,RM,680,0,Purchase,REF651
IT01108,28-04-2025,P003,RM,831,0,Production,REF928
IT01109,11-04-2025,P002,FG,31,0,Production,REF1432
IT01110,03-02-2025,P002,RM,3278,0,Sale,REF906
IT01111,24-04-2025,P003,FG,3348,0,Sale,REF601
IT01112,21-01-2025,P003,RM,3877,0,Sale,REF124
IT01113,04-01-2025,P001,FG,1701,0,Purchase,REF1046
IT01114,25-05-2025,P002,FG,2484,0,Purchase,REF258
IT01115,11-03-2025,P001,FG,1927,0,Purchase,REF630
IT01116,21-05-2025,P001,RM,3434,0,Purchase,REF178
IT01117,06-03-2025,P003,FG,2754,0,Purchase,REF731
IT01118,14-02-2025,P001,FG,2103,0,Sale,REF1416
IT01119,14-06-2025,P001,RM,2264,0,Purchase,REF1374
IT01120,20-05-2025,P003,RM,4039,0,Sale,REF301
IT01121,01-01-2025,P003,FG,3797,0,Purchase,REF629
IT01122,23-06-2025,P003,FG,1846,0,Sale,REF1030
IT01123,16-05-2025,P003,FG,1464,0,Sale,REF860
IT01124,14-04-2025,P002,FG,4397,0,Purchase,REF712
IT01125,12-01-2025,P001,RM,805,0,Purchase,REF760
IT01126,18-06-2025,P003,FG,2547,0,Purchase,REF1488
IT01127,08-01-2025,P001,FG,1527,0,Purchase,REF637
IT01128,02-01-2025,P001,FG,4324,0,Purchase,REF206
IT01129,14-01-2025,P001,RM,4138,0,Purchase,REF128
IT01130,02-06-2025,P002,RM,1651,0,Purchase,REF184
IT01131,04-01-2025,P001,FG,2261,0,Production,REF240
IT01132,26-06-2025,P002,RM,1971,0,Sale,REF956
IT01133,12-01-2025,P003,RM,4544,0,Sale,REF795
IT01134,25-06-2025,P003,RM,1274,0,Sale,REF1040
IT01135,29-05-2025,P003,FG,2116,0,Sale,REF956
IT01136,04-04-2025,P001,RM,4291,0,Purchase,REF422
IT01137,27-02-2025,P002,RM,3584,0,Sale,REF245
IT01138,12-02-2025,P003,FG,185,0,Sale,REF8
IT01139,30-04-2025,P003,RM,3863,0,Sale,REF465
IT01140,17-04-2025,P001,FG,3833,0,Purchase,REF1132
IT01141,07-06-2025,P002,RM,4194,0,Purchase,REF416
IT01142,12-06-2025,P002,FG,4880,0,Production,REF1005
IT01143,20-02-2025,P002,FG,988,0,Purchase,REF83
IT01144,24-05-2025,P001,RM,3665,0,Purchase,REF588
IT01145,22-06-2025,P003,FG,4481,0,Production,REF954
IT01146,04-01-2025,P001,FG,4100,0,Sale,REF601
IT01147,24-02-2025,P002,RM,1590,0,Purchase,REF249
IT01148,10-01-2025,P002,FG,3200,0,Sale,REF722
IT01149,12-04-2025,P003,FG,3734,0,Purchase,REF797
IT01150,17-01-2025,P002,RM,3624,0,Purchase,REF1184
IT01151,23-01-2025,P002,RM,2987,0,Sale,REF237
IT01152,07-02-2025,P002,RM,3330,0,Purchase,REF984
IT01153,20-02-2025,P002,RM,79,0,Sale,REF1071
IT01154,14-03-2025,P001,RM,2113,0,Sale,REF1103
IT01155,05-02-2025,P002,FG,1819,0,Sale,REF136
IT01156,03-01-2025,P002,RM,1805,0,Sale,REF871
IT01157,04-01-2025,P002,RM,4920,0,Purchase,REF302
IT01158,19-01-2025,P002,FG,826,0,Sale,REF747
IT01159,28-06-2025,P002,FG,4506,0,Sale,REF502
IT01160,01-03-2025,P002,RM,1893,0,Purchase,REF7
IT01161,31-01-2025,P002,FG,2669,0,Production,REF532
IT01162,10-05-2025,P003,FG,1273,0,Purchase,REF656
IT01163,22-05-2025,P002,FG,3870,0,Sale,REF228
IT01164,20-01-2025,P002,FG,1120,0,Production,REF202
IT01165,01-06-2025,P002,FG,1097,0,Sale,REF202
IT01166,08-03-2025,P001,FG,2796,0,Sale,REF94
IT01167,11-02-2025,P001,FG,4903,0,Purchase,REF315
IT01168,22-04-2025,P003,FG,2421,0,Production,REF866
IT01169,06-02-2025,P001,FG,3789,0,Purchase,REF905
IT01170,28-04-2025,P001,RM,833,0,Sale,REF950
IT01171,09-04-2025,P002,FG,1003,0,Sale,REF1314
IT01172,20-06-2025,P003,RM,1883,0,Purchase,REF201
IT01173,20-03-2025,P001,RM,3986,0,Purchase,REF906
IT01174,19-03-2025,P003,FG,2428,0,Sale,REF941
IT01175,13-01-2025,P001,RM,1483,0,Production,REF532
IT01176,14-04-2025,P001,FG,3231,0,Purchase,REF1137
IT01177,12-01-2025,P002,FG,4228,0,Production,REF514
IT01178,25-04-2025,P003,FG,1114,0,Sale,REF424
IT01179,18-01-2025,P003,RM,1178,0,Production,REF427
IT01180,02-05-2025,P002,RM,4493,0,Production,REF1237
IT01181,16-05-2025,P002,FG,1027,0,Sale,REF107
IT01182,09-03-2025,P003,FG,3329,0,Sale,REF1392
IT01183,15-01-2025,P003,FG,1914,0,Production,REF482
IT01184,30-03-2025,P001,RM,2127,0,Production,REF410
IT01185,22-01-2025,P002,FG,4732,0,Production,REF528
IT01186,19-02-2025,P003,FG,72,0,Production,REF923
IT01187,09-05-2025,P003,FG,473,0,Production,REF1456
IT01188,07-03-2025,P001,FG,2777,0,Purchase,REF1202
IT01189,15-05-2025,P002,RM,226,0,Purchase,REF977
IT01190,03-02-2025,P002,RM,1720,0,Purchase,REF123
IT01191,14-06-2025,P001,FG,1442,0,Purchase,REF218
IT01192,05-04-2025,P003,FG,614,0,Production,REF1243
IT01193,28-01-2025,P002,RM,988,0,Purchase,REF604
IT01194,06-04-2025,P001,FG,1291,0,Production,REF1132
IT01195,22-05-2025,P001,RM,3310,0,Production,REF360
IT01196,29-05-2025,P001,RM,848,0,Sale,REF367
IT01197,16-02-2025,P003,FG,1533,0,Sale,REF1126
IT01198,10-03-2025,P001,FG,113,0,Production,REF1015
IT01199,19-04-2025,P003,RM,634,0,Purchase,REF923
IT01200,25-02-2025,P001,FG,3805,0,Purchase,REF913
IT01201,25-06-2025,P001,RM,322,0,Production,REF1195
IT01202,17-02-2025,P002,FG,1624,0,Purchase,REF520
IT01203,28-05-2025,P001,RM,2290,0,Production,REF328
IT01204,24-04-2025,P002,RM,4613,0,Sale,REF11
IT01205,25-05-2025,P001,FG,4423,0,Production,REF533
IT01206,31-03-2025,P003,FG,498,0,Purchase,REF1432
IT01207,04-06-2025,P001,RM,4944,0,Production,REF1436
IT01208,16-02-2025,P003,RM,1294,0,Purchase,REF1173
IT01209,26-02-2025,P002,RM,965,0,Production,REF1154
IT01210,02-02-2025,P002,FG,3516,0,Production,REF810
IT01211,27-04-2025,P001,FG,2712,0,Production,REF421
IT01212,09-03-2025,P003,FG,4817,0,Purchase,REF928
IT01213,20-05-2025,P002,FG,4,0,Purchase,REF858
IT01214,16-04-2025,P001,RM,4056,0,Purchase,REF1118
IT01215,25-05-2025,P001,RM,83,0,Purchase,REF382
IT01216,18-03-2025,P001,RM,636,0,Production,REF531
IT01217,09-01-2025,P003,RM,4441,0,Purchase,REF322
IT01218,05-03-2025,P001,RM,2854,0,Purchase,REF344
IT01219,18-01-2025,P001,RM,2004,0,Production,REF1336
IT01220,16-01-2025,P001,RM,2714,0,Production,REF581
IT01221,27-02-2025,P002,FG,2691,0,Sale,REF427
IT01222,19-02-2025,P001,FG,1586,0,Purchase,REF808
IT01223,20-04-2025,P001,RM,1337,0,Sale,REF55
IT01224,18-05-2025,P003,RM,2841,0,Purchase,REF259
IT01225,24-01-2025,P001,RM,2207,0,Production,REF683
IT01226,22-03-2025,P003,RM,4902,0,Purchase,REF242
IT01227,08-05-2025,P002,RM,1168,0,Purchase,REF986
IT01228,31-05-2025,P002,FG,3766,0,Purchase,REF135
IT01229,16-02-2025,P003,FG,121,0,Sale,REF191
IT01230,25-04-2025,P002,RM,4639,0,Sale,REF272
IT01231,25-04-2025,P001,RM,1481,0,Purchase,REF987
IT01232,13-04-2025,P001,FG,3050,0,Production,REF970
IT01233,20-06-2025,P003,FG,2609,0,Production,REF785
IT01234,29-06-2025,P001,FG,842,0,Purchase,REF919
IT01235,02-01-2025,P003,RM,1872,0,Sale,REF1092
IT01236,05-02-2025,P002,RM,2200,0,Purchase,REF341
IT01237,01-04-2025,P003,RM,867,0,Production,REF727
IT01238,25-01-2025,P002,RM,81,0,Sale,REF286
IT01239,13-06-2025,P001,FG,822,0,Purchase,REF1365
IT01240,24-04-2025,P002,FG,404,0,Sale,REF287
IT01241,04-06-2025,P001,FG,2137,0,Sale,REF515
IT01242,24-01-2025,P003,RM,1075,0,Sale,REF521
IT01243,29-01-2025,P003,RM,2632,0,Sale,REF16
IT01244,04-05-2025,P002,RM,2478,0,Production,REF1010
IT01245,20-02-2025,P001,RM,3131,0,Purchase,REF1207
IT01246,21-04-2025,P002,RM,4829,0,Production,REF1265
IT01247,29-03-2025,P002,FG,468,0,Production,REF564
IT01248,27-03-2025,P003,FG,469,0,Sale,REF1080
IT01249,19-05-2025,P001,FG,4345,0,Sale,REF896
IT01250,14-04-2025,P001,RM,3914,0,Sale,REF1041
IT01251,04-05-2025,P001,RM,2180,0,Production,REF625
IT01252,06-04-2025,P001,FG,1775,0,Purchase,REF1138
IT01253,16-02-2025,P002,RM,1302,0,Purchase,REF1093
IT01254,19-06-2025,P003,FG,1502,0,Purchase,REF615
IT01255,22-05-2025,P002,RM,3663,0,Sale,REF516
IT01256,24-01-2025,P001,RM,1476,0,Purchase,REF561
IT01257,26-05-2025,P003,RM,714,0,Sale,REF24
IT01258,29-06-2025,P003,FG,110,0,Production,REF349
IT01259,04-02-2025,P002,FG,3632,0,Purchase,REF538
IT01260,29-05-2025,P002,FG,2807,0,Purchase,REF380
IT01261,14-03-2025,P003,RM,546,0,Purchase,REF1469
IT01262,13-01-2025,P003,RM,1897,0,Sale,REF450
IT01263,21-02-2025,P003,RM,2012,0,Purchase,REF329
IT01264,24-01-2025,P001,RM,2440,0,Production,REF12
IT01265,06-01-2025,P003,RM,383,0,Production,REF996
IT01266,13-04-2025,P002,FG,305,0,Purchase,REF1404
IT01267,02-05-2025,P002,RM,3424,0,Production,REF577
IT01268,01-04-2025,P001,RM,1789,0,Sale,REF667
IT01269,14-02-2025,P001,FG,1869,0,Production,REF185
IT01270,18-06-2025,P001,RM,3642,0,Sale,REF228
IT01271,16-04-2025,P001,RM,1684,0,Sale,REF1265
IT01272,24-01-2025,P002,FG,2121,0,Purchase,REF410
IT01273,31-03-2025,P002,FG,812,0,Purchase,REF403
IT01274,29-04-2025,P002,FG,3766,0,Sale,REF742
IT01275,09-01-2025,P002,RM,3904,0,Production,REF1238
IT01276,09-06-2025,P001,FG,2394,0,Production,REF143
IT01277,29-03-2025,P001,FG,3877,0,Purchase,REF178
IT01278,18-02-2025,P001,FG,4050,0,Sale,REF375
IT01279,15-03-2025,P003,RM,337,0,Production,REF631
IT01280,20-01-2025,P002,RM,2184,0,Purchase,REF551
IT01281,27-03-2025,P001,FG,2829,0,Sale,REF524
IT01282,03-01-2025,P001,FG,3675,0,Production,REF1098
IT01283,07-04-2025,P001,FG,3028,0,Sale,REF1163
IT01284,26-06-2025,P002,RM,339,0,Purchase,REF1057
IT01285,17-01-2025,P003,RM,3554,0,Purchase,REF1220
IT01286,09-05-2025,P002,FG,2776,0,Production,REF549
IT01287,11-04-2025,P003,FG,1428,0,Purchase,REF658
IT01288,05-01-2025,P001,RM,4833,0,Production,REF1093
IT01289,22-06-2025,P002,RM,636,0,Production,REF1001
IT01290,17-03-2025,P001,FG,3363,0,Sale,REF1071
IT01291,24-02-2025,P002,RM,2145,0,Production,REF1491
IT01292,19-05-2025,P002,FG,3073,0,Production,REF526
IT01293,03-02-2025,P003,FG,3392,0,Purchase,REF828
IT01294,05-04-2025,P003,FG,4533,0,Sale,REF179
IT01295,13-05-2025,P003,RM,4255,0,Purchase,REF306
IT01296,28-06-2025,P001,RM,3709,0,Purchase,REF1059
IT01297,11-01-2025,P003,FG,2523,0,Sale,REF1152
IT01298,16-03-2025,P001,FG,3154,0,Production,REF878
IT01299,10-01-2025,P001,RM,272,0,Production,REF547
IT01300,11-05-2025,P001,RM,3480,0,Purchase,REF812
IT01301,20-06-2025,P001,RM,3957,0,Production,REF965
IT01302,04-02-2025,P001,RM,985,0,Production,REF841
IT01303,14-06-2025,P002,RM,3894,0,Sale,REF34
IT01304,11-05-2025,P003,FG,4193,0,Production,REF447
IT01305,23-06-2025,P003,RM,4115,0,Production,REF965
IT01306,17-04-2025,P001,FG,1681,0,Sale,REF347
IT01307,04-05-2025,P002,RM,4219,0,Sale,REF645
IT01308,21-06-2025,P003,FG,2643,0,Sale,REF283
IT01309,27-06-2025,P002,RM,1138,0,Production,REF1327
IT01310,29-06-2025,P001,FG,4595,0,Sale,REF1482
IT01311,15-04-2025,P002,RM,3627,0,Purchase,REF126
IT01312,11-02-2025,P003,RM,571,0,Production,REF393
IT01313,15-02-2025,P003,RM,4753,0,Sale,REF1161
IT01314,06-05-2025,P001,RM,4395,0,Production,REF1439
IT01315,01-03-2025,P002,RM,2644,0,Production,REF13
IT01316,20-03-2025,P003,FG,4373,0,Purchase,REF830
IT01317,10-02-2025,P001,RM,4811,0,Sale,REF1425
IT01318,25-06-2025,P003,RM,4844,0,Purchase,REF1382
IT01319,19-03-2025,P003,RM,1944,0,Purchase,REF579
IT01320,06-06-2025,P002,FG,2939,0,Purchase,REF780
IT01321,17-01-2025,P003,FG,4905,0,Sale,REF900
IT01322,05-04-2025,P002,RM,1555,0,Production,REF476
IT01323,13-03-2025,P003,RM,4599,0,Purchase,REF1429
IT01324,30-04-2025,P003,RM,1201,0,Production,REF966
IT01325,09-04-2025,P003,FG,4112,0,Sale,REF556
IT01326,29-03-2025,P003,RM,1816,0,Purchase,REF778
IT01327,18-06-2025,P001,RM,2069,0,Production,REF4
IT01328,12-01-2025,P001,FG,1636,0,Purchase,REF1227
IT01329,11-06-2025,P002,RM,1278,0,Production,REF99
IT01330,12-05-2025,P003,RM,1667,0,Sale,REF1312
IT01331,10-02-2025,P002,RM,537,0,Sale,REF340
IT01332,21-05-2025,P001,FG,4920,0,Production,REF1079
IT01333,19-06-2025,P001,FG,2672,0,Purchase,REF1058
IT01334,28-03-2025,P003,RM,4158,0,Sale,REF1325
IT01335,23-01-2025,P001,FG,3825,0,Sale,REF5
IT01336,25-06-2025,P001,FG,3465,0,Purchase,REF352
IT01337,11-04-2025,P001,RM,3868,0,Sale,REF68
IT01338,05-01-2025,P001,RM,4344,0,Production,REF117
IT01339,19-02-2025,P003,FG,1435,0,Production,REF552
IT01340,02-06-2025,P002,RM,1788,0,Sale,REF519
IT01341,24-06-2025,P002,RM,2736,0,Purchase,REF366
IT01342,19-06-2025,P003,RM,89,0,Production,REF333
